pH,P,K,soil_moisture,Temperature,crop
6.127156156,11.98657413,138.5532758,78.28735066,53.99395382,Carrots
6.302466961,15.5730527,145.6899188,74.44476345,59.49546463,Carrots
6.33497821,15.14747928,121.9023694,77.5479532,59.81147717,Carrots
6.123951535,10.3422116,131.4214288,72.17920929,58.64049493,Carrots
6.685672032,10.11319402,118.7117269,71.41892045,68.02156016,Carrots
6.437008358,16.78492409,134.7430397,75.96085299,51.59052717,Carrots
6.294254147,19.91939506,137.4452443,78.70878459,55.0419831,Carrots
6.624537486,17.27083851,146.2459116,76.6783785,51.08007742,Carrots
6.76490178,14.53405243,121.2957284,71.69818892,52.71365453,Carrots
6.476753545,15.24512351,134.7039323,73.56499974,57.2723832,Carrots
6.658971683,17.79998991,109.9398398,71.40292758,73.79598916,Carrots
6.443094958,15.56274429,135.2409854,76.78222156,66.94135108,Carrots
6.703887194,11.91354145,137.6933858,78.00771381,68.73476277,Carrots
6.248275043,10.3026322,139.5985201,79.01696063,53.48446145,Carrots
6.665850607,14.13232868,118.7178449,72.0517534,51.65281564,Carrots
6.198567518,19.00794931,114.7378645,70.96325658,69.30062131,Carrots
6.138404104,19.62754455,135.1428047,77.47097564,56.4227192,Carrots
6.130155171,18.65060301,128.2430755,71.22027429,67.64535429,Carrots
6.145312427,14.32011551,113.5259457,79.64196997,70.99881891,Carrots
6.160290559,14.87580986,130.480791,77.28174452,59.76999946,Carrots
6.233672849,17.74367435,117.4311956,77.03222123,52.64327089,Carrots
6.522622442,18.27235479,146.3797952,74.70676624,61.81822569,Carrots
6.172063632,16.90358506,115.6387321,73.53052576,62.2044804,Carrots
6.453189072,13.5479695,148.7869997,73.11108205,66.53641848,Carrots
6.054935939,15.04285177,108.4695164,76.02533184,60.33781558,Carrots
6.737574747,12.74671446,149.1385878,76.71837055,59.97026949,Carrots
6.345930124,19.37505996,121.6439561,74.10806073,56.40949702,Carrots
6.707358485,19.73320501,121.0263929,71.18687343,68.37337784,Carrots
6.13386771,15.88446999,135.2726124,74.34204615,74.30894715,Carrots
6.124274974,18.31431,131.4179702,77.00102124,59.34174998,Carrots
6.396815184,19.23322644,118.0605294,76.73207052,59.00422675,Carrots
6.425418138,15.03614228,128.6137987,74.3658042,68.72755185,Carrots
6.675654759,16.58755253,116.760252,76.89647541,69.88807307,Carrots
6.390068006,15.93818153,126.7283464,73.94090989,72.52719511,Carrots
6.67394098,14.35267937,149.1524396,74.98844246,71.98185032,Carrots
6.064099588,18.73567064,112.5812204,78.03764356,60.73907385,Carrots
6.275549989,10.49044879,134.4656175,79.68297003,62.85800596,Carrots
6.128126443,15.65496349,134.6828553,74.17712912,70.97225623,Carrots
6.344886051,13.39160343,149.2753018,73.012623,66.73192503,Carrots
6.054593285,18.03268693,100.0690718,75.4287075,66.92351936,Carrots
6.145726194,10.02476231,110.060944,75.02204169,52.6340386,Carrots
6.708052562,15.63463699,101.2907284,78.32354325,63.65697546,Carrots
6.099971565,18.1567196,107.2308298,70.35963851,63.14790714,Carrots
6.347761595,10.74818102,126.0546442,75.89707985,70.08962477,Carrots
6.027812553,16.13162649,125.1218976,76.62130549,72.49971224,Carrots
6.524720397,10.23983496,112.5890949,77.48636066,52.06775751,Carrots
6.115678412,15.23389067,122.6980109,75.23055599,73.43861106,Carrots
6.240056469,16.13516596,101.9863283,71.97137367,74.78881157,Carrots
6.351569829,18.12959516,102.9787975,70.63440808,74.5827285,Carrots
6.214696006,19.3625718,132.384606,71.32881582,63.20982146,Carrots
6.793696639,17.58170951,120.2292198,73.28360909,72.75500405,Carrots
6.30270253,11.96780923,125.6915641,77.99638359,56.46019004,Carrots
6.434077554,16.08549603,121.11088,78.14121269,67.33496795,Carrots
6.760580444,17.85838836,142.1272314,72.85413706,60.47596013,Carrots
6.508351794,10.41888538,124.0842844,79.96971694,70.98595102,Carrots
6.672547776,17.4991504,104.1970968,76.99622879,74.79855383,Carrots
6.027427299,18.12236931,123.1074024,74.43468545,61.15339487,Carrots
6.37707614,14.14069686,135.0119058,76.33567616,72.3783212,Carrots
6.472541455,11.57784181,103.6859631,73.2970581,69.05212443,Carrots
6.688957771,16.11256091,148.0935188,79.74597041,63.97676869,Carrots
6.174408602,11.99425892,145.9295733,72.24924404,60.23682426,Carrots
6.414198079,18.27026219,132.7752358,76.24754136,53.23849539,Carrots
6.389846988,14.16361199,136.6779737,79.95915711,53.69583681,Carrots
6.383575541,14.71119547,133.0568551,71.65844428,63.45763256,Carrots
6.345603598,11.76686495,127.0505077,77.35603915,71.783242,Carrots
6.486998331,18.06752368,101.9664087,78.42052667,51.52627405,Carrots
6.359322571,15.87879462,116.1810523,77.37859255,61.58333339,Carrots
6.768444072,15.29425279,119.8796225,73.38997278,57.31335111,Carrots
6.411450572,12.11070533,143.5094342,75.07369058,52.1754508,Carrots
6.189215318,17.71686568,133.7335152,79.80978328,59.67096816,Carrots
6.735150636,11.01537707,145.9651201,75.06360111,62.67602514,Carrots
6.393806962,11.6119773,142.4386349,74.76073139,61.75747725,Carrots
6.289538229,12.81421039,119.8755031,72.62757258,65.24224556,Carrots
6.512148331,16.4677418,128.0955512,75.09882618,58.01696025,Carrots
6.31675047,16.39415243,135.8417598,77.60653662,53.28348761,Carrots
6.617647632,11.31324501,111.4259562,77.78344772,58.75163461,Carrots
6.793936882,19.19830148,138.717904,75.93778491,69.84031811,Carrots
6.182198071,13.3938458,146.3235769,70.83335152,57.4216092,Carrots
6.712736275,16.9241271,104.1589053,73.83882175,50.51688918,Carrots
6.060653869,15.69804474,130.4224123,70.56936894,72.29349963,Carrots
6.415602566,13.07282795,108.9911781,74.35804281,57.4144656,Carrots
6.493094968,17.19838644,137.2572097,74.54044538,61.35736763,Carrots
6.034657465,12.75805526,122.3167844,70.38474971,70.31523544,Carrots
6.681926388,12.57325671,149.0532049,79.35870213,74.76064669,Carrots
6.26433278,19.77588448,118.6598966,76.26072353,64.68493859,Carrots
6.208921281,10.49598852,101.5915379,79.9168773,71.04694814,Carrots
6.450246345,12.79008227,113.6646608,70.71094387,58.80585065,Carrots
6.043541228,14.19889483,116.1198228,70.94159309,65.71092173,Carrots
6.409157645,18.57663398,144.0598761,73.79740493,62.53152471,Carrots
6.628035525,19.8362471,135.9502162,76.30716325,60.61525032,Carrots
6.371938413,12.92327117,102.9802303,72.70013308,58.15691651,Carrots
6.749557471,11.38788425,123.3507909,77.96453877,61.88037579,Carrots
6.742799771,19.38618112,115.7355926,74.37729754,54.98074711,Carrots
6.632518439,11.86007122,128.2345817,74.75531414,58.57764857,Carrots
6.198266948,11.72365303,138.4048662,70.06969948,73.80236472,Carrots
6.023393998,19.48683504,115.796935,72.32088261,73.46824749,Carrots
6.141735576,15.92629971,127.0494813,74.31319728,64.45452202,Carrots
6.170382033,14.93689079,109.0621287,78.12312876,62.33703487,Carrots
6.728925828,13.86934566,133.6300639,76.56225708,50.07778216,Carrots
6.128675697,14.72631917,134.7879622,78.84043947,70.37626079,Carrots
6.348223393,18.93597753,133.0181979,73.52403786,71.24639335,Carrots
6.35624015,10.7233621,101.4419006,74.06486256,57.12190093,Carrots
6.522923036,14.97345896,145.4005914,74.07671308,71.93230221,Carrots
6.295646004,12.36946518,106.1290141,72.85484877,60.77268464,Carrots
6.258821596,18.93403074,138.4794313,73.49978563,55.6075951,Carrots
6.775656057,12.8170048,129.7965165,76.36714558,68.28439787,Carrots
6.352594111,10.07814926,134.3108068,79.9797112,58.78263667,Carrots
6.210782246,17.99670366,149.5176028,78.19545021,54.83868288,Carrots
6.297517466,13.95131841,142.5698545,76.35254434,74.31815631,Carrots
6.262796007,10.94427903,141.8220448,70.54780244,71.95999092,Carrots
6.319917602,16.63518956,116.9400041,73.98730417,65.81624029,Carrots
6.246542742,19.20198922,102.038585,74.34520658,67.14167052,Carrots
6.674169071,13.93590302,114.7913815,73.43075283,66.04353488,Carrots
6.740203049,16.56142979,134.8933861,70.94241664,56.67095114,Carrots
6.580394138,10.76418089,114.0763923,79.2770409,69.37962881,Carrots
6.693730008,18.28832249,108.6406471,76.97799449,51.89482685,Carrots
6.582950233,18.90566068,128.3553095,76.15405563,61.56067667,Carrots
6.681833345,17.5691499,148.1904676,76.00652676,69.00884654,Carrots
6.532789182,10.29343171,124.2456883,74.90859567,61.30998009,Carrots
6.118440584,18.17547654,136.9499347,73.33234227,63.27583486,Carrots
6.168316477,13.2499584,120.2654756,72.63732019,60.45125803,Carrots
6.379171569,19.02002399,126.9902895,74.21890136,66.40627817,Carrots
6.614851588,13.00468828,124.9945487,72.59229282,64.48027835,Carrots
6.435383726,19.87310475,113.6168178,79.55627341,71.95324599,Carrots
6.69139648,19.81018532,116.8663154,76.80589793,70.19514521,Carrots
6.612463855,18.51370049,129.4392086,73.60841389,62.75455073,Carrots
6.154888138,19.23472709,143.3008843,78.35052593,60.00011815,Carrots
6.77767004,13.06778023,148.2218762,78.30795789,67.45480062,Carrots
6.022872358,16.08602112,129.1321299,71.06869415,53.24288232,Carrots
6.045631127,12.50601415,138.4025873,77.52309174,63.7382357,Carrots
6.229312995,13.10326742,100.8782375,73.10108268,60.29258334,Carrots
6.699269825,15.21199796,138.9370067,70.17597969,52.6537567,Carrots
6.768897234,12.04883984,144.419073,72.30022638,69.45969846,Carrots
6.219139789,18.67881202,131.883629,79.86295314,60.16000429,Carrots
6.303802643,15.84108272,125.6726705,72.84793164,57.01081291,Carrots
6.599539071,15.79974456,132.9504432,79.91083857,74.98450706,Carrots
6.403901433,18.32723167,127.2336461,70.86302377,57.61212399,Carrots
6.676925022,18.09770983,123.2762203,78.851722,73.33942883,Carrots
6.070626306,14.14930398,134.2050365,79.87324638,56.35881346,Carrots
6.586454029,19.32141466,127.9621369,70.54203466,65.96524476,Carrots
6.075784676,11.71949959,147.4149101,72.08433235,70.32903502,Carrots
6.413884563,11.90652139,113.2010617,74.33832727,67.06977275,Carrots
6.510988922,13.91201224,106.3628153,74.27685091,58.46046208,Carrots
6.584767362,11.30090681,120.0658485,72.48598543,62.13899193,Carrots
6.100155374,12.75163303,125.1743974,76.20025286,70.86849013,Carrots
6.586799978,14.85335263,136.0792836,78.25446579,61.81491407,Carrots
6.669435355,10.50519903,135.2040368,79.57798034,65.10439037,Carrots
6.250862474,16.5600172,142.158403,72.94190234,64.0630361,Carrots
6.476770316,14.6753292,109.5379459,74.13711135,74.68864699,Carrots
6.270613093,17.02832506,129.5013531,72.17148673,59.3761994,Carrots
6.13033878,10.77353418,149.857527,76.9654525,69.26672053,Carrots
6.394581364,17.3079884,145.9257315,77.79745868,59.43287389,Carrots
6.345282404,14.35838627,109.3217656,71.53495303,63.6268663,Carrots
6.102197643,14.47414754,109.8077802,76.96918738,52.20439259,Carrots
6.079682471,18.54344396,116.045374,70.2640039,50.07550438,Carrots
6.070384458,14.49455691,146.179109,79.9765319,60.52851311,Carrots
6.223776002,19.09634658,147.3665844,72.05761026,52.4488383,Carrots
6.463592471,16.75763261,135.0667032,72.56645872,57.97341479,Carrots
6.796378452,14.22867956,132.6214751,79.4601986,64.68506851,Carrots
6.096323688,11.13720164,110.2102669,74.94458664,50.79849098,Carrots
6.495192902,10.59607608,109.8635895,70.9858748,67.40710867,Carrots
6.61923024,16.95027581,140.2547215,75.26186004,53.06152514,Carrots
6.238931296,13.91814743,128.7482761,73.99767067,60.53837456,Carrots
6.068997591,16.11344967,125.9273449,73.25215831,54.35423024,Carrots
6.534430095,17.06370303,102.9031001,73.44846235,69.50119869,Carrots
6.57593029,11.66696604,127.24897,74.62751803,73.23630068,Carrots
6.400922911,15.84743888,139.9550984,78.00511778,54.81688798,Carrots
6.763388182,13.47224561,118.8186012,79.78996286,73.1820028,Carrots
6.270235344,13.23181789,144.1798283,76.2875,54.7909093,Carrots
6.616870573,15.03127562,145.3598209,79.6584902,51.79678692,Carrots
6.380046531,16.18566409,100.4410386,73.5631001,63.42721557,Carrots
6.407083115,14.61905131,134.0115986,75.45529576,51.87683612,Carrots
6.428741763,10.35203505,141.0101086,70.14644333,73.87416535,Carrots
6.395344674,16.93136499,143.6730853,77.58731482,52.86277529,Carrots
6.149244605,14.89399537,140.7119025,71.25183599,60.60063695,Carrots
6.036207651,18.44565691,122.0526748,79.30253022,64.61650867,Carrots
6.590322785,15.67957792,102.0570221,72.52711106,51.677766,Carrots
6.007027174,19.14737492,116.1281505,77.41289161,54.74313415,Carrots
6.556131477,11.1888808,137.9549025,74.24503894,54.00015644,Carrots
6.292743211,13.59484639,131.8992243,76.14058312,68.38539342,Carrots
6.435333006,16.96536602,138.4650759,76.7402863,50.34715461,Carrots
6.030391825,15.66455309,116.4814396,70.90884881,73.09978593,Carrots
6.727411834,18.3257848,137.7767489,73.2625956,62.76129018,Carrots
6.327367903,16.78604817,114.6686067,78.17348142,50.75413892,Carrots
6.394506252,16.0131766,123.1956876,73.52337124,53.15030714,Carrots
6.481015799,18.42801904,133.0412532,79.25410742,69.65526317,Carrots
6.21166367,13.88759973,133.079373,70.40434215,62.51504848,Carrots
6.748118472,18.9351505,140.3310098,73.77102235,67.78065881,Carrots
6.523360763,12.97190465,100.4780502,75.56586711,63.6171613,Carrots
6.724617923,17.26820683,143.4783056,77.20634456,69.05262306,Carrots
6.745970618,14.05372243,143.324555,77.8815193,63.94351696,Carrots
6.006104867,17.41588393,131.8603106,73.26396487,60.77743559,Carrots
6.363235155,14.35182268,148.072317,75.38564883,60.99929121,Carrots
6.368737908,13.47883268,130.8166301,77.77960367,70.80209932,Carrots
6.282928976,10.07486733,105.1512739,73.5554394,73.21847802,Carrots
6.753680298,19.53397441,116.6152342,76.30122383,70.97804065,Carrots
6.303898823,16.77265763,135.6027742,78.05485609,66.78128725,Carrots
6.724472156,12.61606779,111.2397881,73.91882219,64.63835504,Carrots
6.772218073,10.78127631,110.0941744,71.13694494,72.60603444,Carrots
6.471584139,17.04224178,107.5400387,77.62849597,73.44482984,Carrots
6.106092286,18.71260257,122.7018838,73.65502246,56.36853513,Carrots
6.003378056,12.70456435,147.6601188,70.540105,69.47788645,Carrots
6.023375792,19.60508423,110.6917022,74.48727438,51.52283687,Carrots
6.143847267,10.14509816,130.5010013,79.81817816,60.08673575,Carrots
6.598179071,18.17362843,142.1543928,70.34496882,71.19305957,Carrots
6.018450899,19.92229473,125.4543983,77.17474231,59.88092967,Carrots
6.188505194,13.89103561,108.2115926,74.12649339,54.53067549,Carrots
6.336441698,10.68875688,140.8627364,75.23109913,74.6558284,Carrots
6.562064722,19.21765985,125.1507792,71.56268702,50.66058357,Carrots
6.711974366,18.3070634,137.1636406,76.10400834,56.71959302,Carrots
6.018506556,17.03885743,134.8859634,79.53584321,60.36996173,Carrots
6.522507724,15.28447956,146.4263466,78.24647024,55.41714821,Carrots
6.740783392,19.47841639,103.8308636,76.77990731,57.92438482,Carrots
6.545594965,18.51606108,147.8925581,77.94673661,54.42882202,Carrots
6.701828822,16.26519523,108.9986635,70.54478723,57.52553838,Carrots
6.698231951,14.99066271,103.1735573,77.37375087,68.98602734,Carrots
6.032237763,11.38716758,147.8100488,76.64753992,53.73212715,Carrots
6.660364889,19.30572152,110.624226,75.91773334,57.55446784,Carrots
6.26212074,19.24121038,108.0418648,76.14583864,72.40502926,Carrots
6.454190482,15.6389037,129.140319,75.11542841,65.40470154,Carrots
6.401766655,16.83525002,106.6692975,72.01663534,60.00767238,Carrots
6.223975298,16.29949228,115.4180537,77.09076193,69.19065539,Carrots
6.27787418,17.66338273,137.7605864,75.46100232,60.39872278,Carrots
6.035969894,11.60100731,134.5983741,78.9399878,70.22608144,Carrots
6.407338185,19.61585187,134.8290965,70.76690433,61.49523385,Carrots
6.036577924,14.31526177,123.8673658,72.29478549,60.62324295,Carrots
6.148080792,11.65026959,112.1038826,74.14300601,70.12748561,Carrots
6.780126243,13.81735792,148.8519045,79.7952636,59.05640113,Carrots
6.350666361,19.6469953,108.7119819,79.25677135,67.07669968,Carrots
6.699432012,14.09038475,104.4737571,78.51666028,53.56872369,Carrots
6.157768636,16.39973185,144.8670819,72.05599834,54.85491782,Carrots
6.196048485,18.81584775,132.6824366,78.91708229,57.41847752,Carrots
6.767479288,16.7068502,132.9469114,75.30495117,56.18993669,Carrots
6.534199219,12.745881,137.4201447,71.4767749,69.04374872,Carrots
6.312157069,14.95655546,119.3240741,76.46939002,61.28369581,Carrots
6.341370759,18.59845889,130.5994159,74.78287273,55.96471716,Carrots
6.313752959,15.03565336,114.4075007,71.59219946,57.57161963,Carrots
6.367367767,16.06439972,131.2515882,71.52813606,65.73171078,Carrots
6.344992805,10.59910997,132.2959028,73.03298731,55.41214391,Carrots
6.107288037,16.06443042,122.6023669,74.94585176,52.25286963,Carrots
6.481507095,15.3440725,109.3517347,77.99017025,64.34672573,Carrots
6.586370234,14.67873674,137.4661524,71.42781813,58.27720154,Carrots
6.62800482,10.11550422,124.8829916,79.9292616,52.94920664,Carrots
6.358834709,11.19109473,139.1450512,73.86211343,54.06954896,Carrots
6.213559035,15.07000226,145.5092179,72.48557456,62.60558042,Carrots
6.359791648,18.12405798,137.70955,72.7392932,70.55402351,Carrots
6.152174524,13.72347462,102.1616371,78.9164023,63.61245866,Carrots
6.536720106,14.53081304,141.9608272,70.94590986,72.14576743,Carrots
6.779942117,19.65152556,121.1438814,78.05984292,71.9984317,Carrots
6.675328951,12.06275511,143.9347201,71.58554117,70.06609173,Carrots
6.008634069,10.1268655,107.9468938,71.13400845,65.03071321,Carrots
6.728326971,14.18435795,144.0687098,75.48330882,65.56107912,Carrots
6.618617509,18.19478024,138.0257457,78.63275879,74.72618779,Carrots
6.168293858,19.80071366,147.6214762,76.72540159,62.23834636,Carrots
6.73656407,13.06749935,104.172098,76.50992878,51.42353623,Carrots
6.431121568,15.06392167,136.987156,79.01030862,64.17712954,Carrots
6.447115092,15.39866577,119.0948399,74.80206046,74.54629001,Carrots
6.050591289,17.69842114,138.4466199,72.86048607,70.59068235,Carrots
6.329959171,15.05847261,117.775523,78.3335518,72.85008651,Carrots
6.415024691,11.62915065,120.2675504,75.3782686,73.32807427,Carrots
6.51361083,18.23631296,114.8681285,73.78997845,70.8183749,Carrots
6.7188354,16.92421335,136.2721249,71.69739942,72.39848783,Carrots
6.054793559,19.05962312,145.8158281,73.40838058,69.14753008,Carrots
6.727887767,18.84343948,125.5140889,73.96848257,67.43341849,Carrots
6.386341344,11.03061175,133.3892211,73.11424133,52.87987381,Carrots
6.1567196,16.10560107,131.6820188,74.99590834,65.40471211,Carrots
6.723890314,17.63607318,117.0638835,74.41324091,50.99114136,Carrots
6.424998923,15.7639121,134.2131593,70.832413,56.14889852,Carrots
6.104180134,19.3437244,103.3263854,72.37873573,56.01438615,Carrots
6.206780428,14.39041303,132.2525705,77.8810168,56.91422079,Carrots
6.462340076,18.26511428,136.8355395,76.21712415,61.03874489,Carrots
6.702898736,18.41873568,102.921874,73.91277108,60.69927742,Carrots
6.703000266,14.0791921,109.3883737,77.12983277,52.18956518,Carrots
6.635066902,17.02333968,111.8779812,72.15317942,62.64998559,Carrots
6.126896382,10.47664785,104.7727242,77.08670603,52.04707901,Carrots
6.002204561,17.16068194,108.0290103,72.55015834,73.81935154,Carrots
6.16381147,16.79563807,119.8636161,73.11273093,50.58831788,Carrots
6.192829559,16.10011899,116.589904,71.10337343,74.38774874,Carrots
6.18208457,11.53002486,144.2074634,72.99901518,73.5839588,Carrots
6.25759974,11.15702416,144.7511077,79.69542971,56.25327933,Carrots
6.489372902,19.91216067,130.2600247,77.4383399,61.88203075,Carrots
6.208672069,10.95841183,134.0097403,74.07863093,67.90265788,Carrots
6.05550558,18.90999299,135.8172471,76.28462535,58.49555994,Carrots
6.751973931,11.05775856,115.2770427,78.37885566,59.76893614,Carrots
6.460947043,11.29621225,148.0707694,79.91867237,69.61372421,Carrots
6.160085334,16.15369715,101.7884813,73.65329449,69.21175549,Carrots
6.534177957,13.09916021,105.5468839,77.49490543,50.4640021,Carrots
6.655277299,10.95125051,129.4908778,73.19815705,52.98317607,Carrots
6.662635306,16.69441124,126.207947,73.0985897,67.38263776,Carrots
6.614909374,15.16747688,141.5566354,74.62827851,70.0268074,Carrots
6.528167117,19.75606479,139.7480588,73.00927556,55.37265293,Carrots
6.41682752,10.40447575,101.2561208,72.47499073,57.8067187,Carrots
6.150308134,12.91366774,123.50546,72.63797905,66.55759365,Carrots
6.088988129,11.42481419,129.0586664,79.31726133,59.87253491,Carrots
6.573421047,11.77472788,146.0983561,72.40289511,56.46485779,Carrots
6.209199856,16.46444961,101.9336269,74.72401226,58.87266854,Carrots
6.628028674,10.38154486,126.9169997,79.05107035,70.30829287,Carrots
6.181085412,19.1336517,107.3678822,76.13891833,58.53489864,Carrots
6.783156623,13.85751468,125.9041356,71.94079822,74.15924888,Carrots
6.541548907,19.82418299,133.9988695,75.3169744,68.20582343,Carrots
6.537600839,19.11522684,135.9396306,71.4069492,70.06736576,Carrots
6.465847022,12.19661223,106.7435687,72.47849416,73.55719574,Carrots
6.634839686,19.9646747,133.3964695,71.68405723,67.48642334,Carrots
6.051529069,18.52451102,109.4317685,70.28695233,72.71649511,Carrots
6.053704371,17.8443041,115.6268332,75.90482578,68.91876152,Carrots
6.244029571,10.66740531,117.8730043,73.23384675,67.55967522,Carrots
6.178710688,18.69310653,122.4473981,79.24046351,74.71311805,Carrots
6.397391404,18.39869276,117.3969459,72.8048019,73.54817089,Carrots
6.619420606,16.96611348,117.9670984,77.94481699,53.75376519,Carrots
6.674990055,14.17728527,111.2054619,75.88182007,61.85582125,Carrots
6.418425474,11.48560581,136.4485514,70.87873007,59.5574316,Carrots
6.206673618,13.1709294,123.0009588,74.1698839,59.51837824,Carrots
6.562646605,10.57311701,121.3218448,78.71101313,68.7144754,Carrots
6.149080478,10.65916569,126.4991419,79.09713081,50.5661105,Carrots
6.0509253,14.97004458,125.3924689,70.0375981,71.58704203,Carrots
6.48122574,18.31588604,124.1205524,77.05048615,50.49877183,Carrots
6.223185184,13.35036799,127.9548595,77.75132999,56.02842971,Carrots
6.302257467,12.29228885,132.1330853,78.63400553,71.14237736,Carrots
6.728685194,18.16251734,104.572612,76.26441293,71.82077495,Carrots
6.079478512,13.86766346,138.3569957,72.59455601,69.39001605,Carrots
6.61518033,16.89348354,134.3648469,70.38572485,58.47790781,Carrots
6.596146725,10.74751181,111.7686206,75.17874321,58.03004415,Carrots
6.223174201,15.94385833,146.8677649,76.60244536,67.01127291,Carrots
6.791484462,14.75837785,140.5857114,78.4578471,51.53777394,Carrots
6.36411404,15.38734901,138.8614871,70.65228119,52.91823381,Carrots
6.188882865,13.25699656,125.6412652,73.68695646,67.00822352,Carrots
6.405717054,15.13908384,115.9127966,73.76169556,65.46080721,Carrots
6.193917171,14.67352476,100.2810834,72.94052042,74.55111168,Carrots
6.732935825,10.08867444,122.6522367,75.77839111,74.48937221,Carrots
6.645930048,15.14832859,119.0510027,71.20803417,62.19848329,Carrots
6.045636177,18.68452951,124.1351758,79.30012245,58.75558501,Carrots
6.556257954,11.49444211,113.2027581,77.42949389,50.3327275,Carrots
6.732869461,10.2843014,132.0182395,78.36762374,54.50817423,Carrots
6.40386141,18.21467515,137.4984506,77.31275282,74.25731834,Carrots
6.587489795,12.35570036,137.2325683,71.34943431,67.37732564,Carrots
6.294463499,14.26639434,133.6946813,76.50259845,56.3362761,Carrots
6.115613674,12.64140986,141.5113144,76.07262814,68.55090734,Carrots
6.319073768,16.46999118,125.886534,74.84294398,70.54539496,Carrots
6.417132767,17.13173079,126.9275159,77.75370799,63.6948016,Carrots
6.427573992,17.4089263,127.0660313,75.86489217,52.60588849,Carrots
6.157591053,19.77955122,126.248482,70.44010419,54.30391562,Carrots
6.557964741,15.01053952,111.9411565,78.84681293,57.97811202,Carrots
6.22962157,19.82508631,147.9664751,76.36854052,72.7319587,Carrots
6.648168145,13.98811011,136.3880521,79.53413018,63.55607431,Carrots
6.351310812,17.19220462,115.4817897,77.98382282,72.02006752,Carrots
6.66553225,13.43339504,139.7769627,75.96582464,66.76920344,Carrots
6.385727371,16.27455972,119.6938191,76.56055468,65.98674159,Carrots
6.306831893,15.38066142,109.1838369,79.57347878,66.6193719,Carrots
6.463039213,17.31764042,113.846234,70.18482474,72.72633554,Carrots
6.640785359,10.94817221,140.3827516,71.55209579,63.48000045,Carrots
6.787720684,11.21276763,117.4652691,76.28674317,57.35499643,Carrots
